product,product-href,price,cpu-type,socket
Intel Core i3-7320 Kaby Lake Dual-Core 4.1 GHz LGA 1151 51W BX80677I37320 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i3-7th-gen-core-i3-7320/p/N82E16819117732,176,intel,lga-1151
Intel Core i3-7300 Kaby Lake Dual-Core 4.0 GHz LGA 1151 51W BX80677I37300 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/core-i3-7th-gen-intel-core-i3-7300/p/N82E16819117733,180,intel,lga-1151
Intel Pentium G4560T Kaby Lake Dual-Core 2.9 GHz LGA 1151 35W CM8067703016117 Desktop Processor Intel HD Graphics 610,https://www.newegg.com/intel-pentium-g4560t/p/N82E16819117746,142,intel,lga-1151
Intel Celeron G3920 Skylake Dual-Core 2.9 GHz LGA 1151 65W BX80662G3920 Desktop Processor Intel HD Graphics 510,https://www.newegg.com/intel-celeron-g3920/p/N82E16819117619,64,intel,lga-1151
Intel Core i3-7350K Kaby Lake Dual-Core 4.2 GHz LGA 1151 60W BX80677I37350K Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i3-7350k-core-i3-7th-gen/p/N82E16819118119,159,intel,lga-1151
Intel Core i3-6100T Skylake Dual-Core 3.2 GHz LGA 1151 35W BX80662I36100T Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6100t/p/N82E16819117640,259,intel,lga-1151
Intel Celeron G3930 Kaby Lake Dual-Core 2.9 GHz LGA 1151 51W BX80677G3930 Desktop Processor Intel HD Graphics 610,https://www.newegg.com/intel-celeron-g3930/p/N82E16819117748,47,intel,lga-1151
Intel Core i7-7700T Kaby Lake Quad-Core 2.9 GHz LGA 1151 35W CM8067702868416 Desktop Processor,https://www.newegg.com/intel-core-i7-7th-gen-core-i7-7700t/p/N82E16819117752,370,intel,lga-1151
Intel Pentium G4400 Skylake Dual-Core 3.3 GHz LGA 1151 54W CM8066201927306 Desktop Processor Intel HD Graphics 510,https://www.newegg.com/intel-pentium-g4400/p/N82E16819117666,59,intel,lga-1151
Intel Pentium G4400 Skylake Dual-Core 3.3 GHz LGA 1151 54W BX80662G4400 Desktop Processor Intel HD Graphics 510,https://www.newegg.com/intel-pentium-g4400/p/N82E16819117625,84,intel,lga-1151
Intel Core i3-7350K Kaby Lake 4.2 GHz LGA 1151 60W CM8067703014431 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i3-7th-gen-core-i3-7350k/p/N82E16819117773,307,intel,lga-1151
Intel Core i7-6700 Skylake Quad-Core 3.4 GHz LGA 1151 65W BX80662I76700 Desktop Processor,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6700/p/N82E16819117560,513,intel,lga-1151
Intel Core i5-7500T Quad-core (4 Core) 2.70 GHz Processor - Socket H4 LGA-1151 Retail Pack - 1MB - 6MB Cache - 8 GT/s DMI - 64-bit Processing - 3.30 GHz Overclocking Speed - 14 nm,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7500t/p/2HK-000X-00019,null,intel,lga-1151
Intel Core i3-7100 Kaby Lake Dual-Core 3.9 GHz LGA 1151 51W BX80677I37100 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/core-i3-7th-gen-intel-core-i3-7100/p/N82E16819117734,99,intel,lga-1151
Intel OEM Core i7-8700 Coffee Lake 6-Core 3.2 GHz (4.6 GHz Turbo) LGA 1151 (300 Series) 65W CM8068403358316 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i7-8th-gen-intel-core-i7-8700/p/N82E16819117839,371,intel,lga-1151
Intel Core i5-7400T 6MB Quad-core 2.40 GHz Processor,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7400t/p/2HK-000X-00020,343,intel,lga-1151
Intel Pentium G4560 Kaby Lake Dual-Core 3.5 GHz LGA 1151 54W BX80677G4560 Desktop Processor Intel HD Graphics 610,https://www.newegg.com/intel-pentium-g4560/p/N82E16819117743,76,intel,lga-1151
Intel Pentium G4600 Kaby Lake Dual-Core 3.6 GHz LGA 1151 51W BX80677G4600 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-pentium-g4600/p/N82E16819117739,343,intel,lga-1151
Intel Core i3 i3-6098P Dual-core (2 Core) 3.60 GHz Processor - Socket H4 LGA-1151Retail Pack,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6098p/p/274-000A-00075,299,intel,lga-1151
Intel Core i5-7500 Kaby Lake Quad-Core 3.4 GHz LGA 1151 65W CM8067702868012 Desktop Processor,https://www.newegg.com/core-i5-7th-gen-intel-core-i5-7500/p/N82E16819117756,225,intel,lga-1151
Intel Core i7-7700 Kaby Lake Quad-Core 3.6 GHz LGA 1151 65W BX80677I77700 Desktop Processor,https://www.newegg.com/core-i7-7th-gen-intel-core-i7-7700/p/N82E16819117727,389,intel,lga-1151
Intel Core i5-7600 Kaby Lake Quad-Core 3.5 GHz LGA 1151 65W CM8067702868011 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7600/p/N82E16819117755,249,intel,lga-1151
Intel Pentium G4600T Kaby Lake Dual-Core 3.0 GHz LGA 1151 35W CM8067703016014 OEM/TRAY Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-pentium-g4600t/p/N82E16819117742,129,intel,lga-1151
Intel Core i3-7100 Kaby Lake Dual-Core 3.9 GHz LGA 1151 51W CM8067703014612 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i3-7th-gen-core-i3-7100/p/N82E16819117737,119,intel,lga-1151
Intel Core i5-7500 Kaby Lake Quad-Core 3.4 GHz LGA 1151 65W BX80677I57500 Desktop Processor,https://www.newegg.com/core-i5-7th-gen-intel-core-i5-7500/p/N82E16819117730,238,intel,lga-1151
Intel Pentium G4500 Skylake Dual-Core 3.5 GHz LGA 1151 51W BX80662G4500 OEM / Tray Desktop Processor Intel HD Graphics 530 - OEM,https://www.newegg.com/intel-pentium-g4500/p/N82E16819117955,151,intel,lga-1151
Intel BX80677I77700T 7th Generation Core i7-7700T Processor,https://www.newegg.com/intel-core-i7-7th-gen-core-i7-7700t/p/274-000A-000F4,320,intel,lga-1151
Intel Core i5-7600 Kaby Lake Quad-Core 3.5 GHz LGA 1151 65W BX80677I57600 Desktop Processor,https://www.newegg.com/core-i5-7th-gen-intel-core-i5-7600/p/N82E16819117729,287,intel,lga-1151
Intel Core i5-7600K Kaby Lake Quad-Core 3.8 GHz LGA 1151 91W CM8067702868219 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7600k/p/N82E16819117754,289,intel,lga-1151
Intel Core i3-6300 Skylake Dual-Core 3.8 GHz LGA 1151 65W BX80662I36300 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6300/p/N82E16819117622,215,intel,lga-1151
Intel Core i3-6100T Skylake Dual-Core 3.2 GHz LGA 1151 35W BX80662I36100T Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6100t/p/274-000A-01KB8,87,intel,lga-1151
Intel Celeron G3900 Skylake Dual-Core 2.8 GHz LGA 1151 51W BX80662G3900 Desktop Processor Intel HD Graphics 510,https://www.newegg.com/intel-celeron-g3900/p/N82E16819117620,90,intel,lga-1151
Intel Core i5 i5-6402P Quad-core (4 Core) 2.80 GHz Processor - Socket H4 LGA-1151 Retail Pack,https://www.newegg.com/core-i5-6th-gen-intel-core-i5-6402p/p/274-000A-00076,378,intel,lga-1151
Intel Core i7-7700K Kaby Lake Quad-Core 4.2 GHz LGA 1151 95W CM8067702868535 OEM Processors - Desktops,https://www.newegg.com/core-i7-7th-gen-intel-core-i7-7700k/p/N82E16819117749,449,intel,lga-1151
Intel Pentium G4620 Kaby Lake Dual-Core 3.7 GHz LGA 1151 51W BX80677G4620 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/intel-pentium-g4620/p/N82E16819117736,313,intel,lga-1151
Intel Core i7-6700 Skylake Quad-Core 3.4 GHz LGA 1151 65W CM8066201920103 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6700/p/N82E16819117583,296,intel,lga-1151
Intel Core i3-7300 Kaby Lake Dual-Core 4.0 GHz LGA 1151 51W BX80677I37300 Desktop Processor Intel HD Graphics 630,https://www.newegg.com/core-i3-7th-gen-intel-core-i3-7300/p/N82E16819117733,180,intel,lga-1151
Intel Core i5-6600K Skylake Quad-Core 3.5 GHz LGA 1151 91W CM8066201920300 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6600k/p/N82E16819117584,229,intel,lga-1151
Intel Core i3-6300T Skylake Dual-Core 3.3 GHz LGA 1151 35W BX80662I36300T Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i3-6th-gen-core-i3-6300t/p/N82E16819117641,249,intel,lga-1151
Intel Core i5-7500T Kaby Lake Quad-Core 2.7 GHz LGA 1151 35W CM8067702868115 Desktop Processor,https://www.newegg.com/core-i5-7th-gen-intel-core-i5-7500t/p/N82E16819117758,189,intel,lga-1151
Intel Core i3-7350K Kaby Lake Dual-Core 4.2 GHz LGA 1151 60W BX80677I37350K Desktop Processor Intel HD Graphics 630,https://www.newegg.com/core-i3-7th-gen-intel-core-i3-7350k/p/N82E16819117772,270,intel,lga-1151
Intel Core i7-8086K Coffee Lake 6-Core 4.0 GHz (5.0 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78086K Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i7-8th-gen-intel-core-i7-8086k/p/N82E16819117932,687,intel,lga-1151
Intel Pentium G4500 Skylake Dual-Core 3.5 GHz LGA 1151 47W BX80662G4500 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-pentium-g4500/p/N82E16819117624,130,intel,lga-1151
Intel Core i7-6700K Skylake Quad-Core 4.0 GHz LGA 1151 91W CM8066201919901 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i7-6th-gen-core-i7-6700k/p/N82E16819117582,299,intel,lga-1151
Intel Core i7-7700 Kaby Lake Quad-Core 3.6 GHz LGA 1151 65W CM8067702868314 Desktop Processor,https://www.newegg.com/intel-core-i7-7th-gen-core-i7-7700/p/N82E16819117751,362,intel,lga-1151
Intel Core i5-6400 Skylake Quad-Core 2.7 GHz LGA 1151 65W BX80662I56400 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6400/p/N82E16819117564,236,intel,lga-1151
Intel Core i5-6600T Skylake Quad-Core 2.7 GHz LGA 1151 35W CM8066201920601 Desktop Processor Intel HD Graphics 530 (Never used),https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6600t/p/N82E16819117837,199,intel,lga-1151
Intel Core i7-7700K Kaby Lake Quad-Core 4.2 GHz LGA 1151 91W BX80677I77700K Desktop Processor Intel HD Graphics 630,https://www.newegg.com/core-i7-7th-gen-intel-core-i7-7700k/p/N82E16819117796,469,intel,lga-1151
Intel Core i5-6500 Skylake Quad-Core 3.2 GHz LGA 1151 65W BX80662I56500 Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6500/p/N82E16819117563,195,intel,lga-1151
Intel OEM Core i5-8600K Coffee Lake 6-Core 3.6 GHz (4.3 GHz Turbo) LGA 1151 (300 Series) 95W CM8068403358508 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/intel-core-i5-8th-gen-core-i5-8600k/p/N82E16819117840,259,intel,lga-1151
