product,product-href,price,cpu-type,socket
Intel Celeron G1850 Haswell Dual-Core 2.9 GHz LGA 1150 53W BX80646G1850 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-celeron-g1850/p/N82E16819116999,101,intel,lga-1150
Intel Core i3-4360 Haswell Dual-Core 3.7 GHz LGA 1150 54W BX80646I34360 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4360/p/N82E16819116993,155,intel,lga-1150
Intel Pentium G3260T Haswell Dual-Core 2.9 GHz LGA 1150 35W SR1KW Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-g3260t/p/N82E16819117819,155,intel,lga-1150
Intel Core i3-4150 Haswell Dual-Core 3.5 GHz LGA 1150 54W BX80646I34150 Desktop Processor Intel HD Graphics 4400,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4150/p/274-000A-01KC6,120,intel,lga-1150
Intel Celeron G1830 Haswell Dual-Core 2.8 GHz LGA 1150 54W BX80646G1830 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-celeron-g1830/p/N82E16819116973,77,intel,lga-1150
Intel Core i5-4590 Haswell Quad-Core 3.3 GHz LGA 1150 84W BX80646I54590 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4590/p/N82E16819116991,101,intel,lga-1150
Intel Core i5-4460 Haswell Quad-Core 3.2 GHz LGA 1150 CM8064601560722 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4460/p/N82E16819117652,280,intel,lga-1150
Intel Core i7-4770K Haswell Quad-Core 3.5 GHz LGA 1150 84W BX80646I74770K Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4770k/p/N82E16819116901,321,intel,lga-1150
Intel Pentium G3250T Haswell Dual-Core 2.8 GHz LGA 1150 35W SR1KV Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-g3250t/p/N82E16819117821,155,intel,lga-1150
Intel Core i7-4765T Haswell Quad-Core 2.0 GHz LGA 1150 35W SR14Q Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4765t/p/N82E16819117803,519,intel,lga-1150
Intel Core i3-4330 Haswell Dual-Core 3.5 GHz LGA 1150 54W BX80646I34330 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4330/p/N82E16819116945?&quicklink=true,563,intel,lga-1150
Intel Core i3-4130 Haswell Dual-Core 3.4 GHz LGA 1150 54W BX80646I34130 Desktop Processor Intel HD Graphics 4400,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4130/p/N82E16819116946,84,intel,lga-1150
Intel Celeron G1820 Processor 2.7GHz LGA1150 CPU with Air CPU Cooler OEM,https://www.newegg.com/celeron-dual-core-intel-celeron-g1820/p/274-000A-006M5,64,intel,lga-1150
Intel Core i7-4770T Haswell Quad-Core 2.5 GHz LGA 1150 45W SR14N Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4770t/p/N82E16819117820,686,intel,lga-1150
Intel Core i5-4570S Haswell Quad-Core 2.9 GHz LGA 1150 65W BX80646I54570S Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4570s/p/N82E16819116897,164,intel,lga-1150
Intel Core i5-4570 Haswell Quad-Core 3.2 GHz LGA 1150 84W BX80646I54570 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4570/p/N82E16819116896,187,intel,lga-1150
Intel Core i7-4790S Haswell Quad-Core 3.2 GHz LGA 1150 65W CM8064601561014 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4790s/p/N82E16819117558,650,intel,lga-1150
Intel Core i5-4570TE Dual-Core 2.7 GHz LGA 1150 35W CM8064601484301 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4570te/p/N82E16819117556,343,intel,lga-1150
Intel Pentium G3430 Haswell Dual-Core 3.3 GHz LGA 1150 54W BX80646G3430 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-g3430/p/N82E16819116948,103,intel,lga-1150
Intel Pentium G3420 Haswell Dual-Core 3.2 GHz LGA 1150 54W BX80646G3420 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-dual-core-pentium-g3420/p/N82E16819116949,74,intel,lga-1150
Intel Core i5-4690 Haswell Quad-Core 3.5 GHz LGA 1150 84W BX80646I54690 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4690/p/N82E16819116989,182,intel,lga-1150
Intel Core i7-4790K Devil's Canyon Quad-Core 4.0 GHz LGA 1150 88W BX80646I74790K Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4790k/p/N82E16819117369,328,intel,lga-1150
Intel Core i5-5675C Broadwell Quad-Core 3.1GHz  LGA 1150 65W BX80658I55675C Desktop Processor,https://www.newegg.com/intel-core-i5-5th-gen-core-i5-5675c/p/N82E16819117554,259,intel,lga-1150
Intel Core i5-4670K Haswell Quad-Core 3.4 GHz LGA 1150 84W BX80646I54670K Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4670k/p/N82E16819116899,256,intel,lga-1150
Intel Core i5-4430 Haswell Quad-Core 3.0 GHz LGA 1150 84W BX80646I54430 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4430/p/N82E16819116895,155,intel,lga-1150
Intel Core i5-4570 Haswell Quad-Core 3.2 GHz LGA 1150 84W CM8064601464707 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4570/p/N82E16819117415,169,intel,lga-1150
Intel Core i5-4440 Haswell Quad-Core 3.1 GHz (3.3 GHz Turbo) LGA 1150 84W BX80646I54440 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4440/p/N82E16819116942,null,intel,lga-1150
Intel Celeron G1820 Haswell Dual-Core 2.7 GHz LGA 1150 53W BX80646G1820 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-celeron-g1820/p/N82E16819116974,120,intel,lga-1150
Intel Core i7-4790S Haswell Quad-Core 3.2 GHz LGA 1150 65W BX80646I74790S Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4790s/p/N82E16819116988,380,intel,lga-1150
Intel Core i7-4770S Haswell Quad-Core 3.1 GHz LGA 1150 65W BX80646I74770S Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4770s/p/N82E16819116902,600,intel,lga-1150
Intel Core i3-4150 Haswell Dual-Core 3.5 GHz LGA 1150 54W BX80646I34150 Desktop Processor Intel HD Graphics 4400,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4150/p/N82E16819116995,117,intel,lga-1150
Intel Core i3-4350 Haswell Dual-Core 3.6 GHz LGA 1150 54W SR1PF Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i3-4th-gen-core-i3-4350/p/N82E16819117806,292,intel,lga-1150
Intel Pentium G3450 Haswell Dual-Core 3.4 GHz LGA 1150 53W BX80646G3450 Desktop Processor Intel HD Graphics,https://www.newegg.com/intel-pentium-g3450/p/N82E16819116996,90,intel,lga-1150
Intel Core i5-4590S Haswell Quad-Core 3.0 GHz LGA 1150 65W BX80646I54590S Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4590s/p/N82E16819116992,108,intel,lga-1150
Intel Core i5-4460 Haswell Quad-Core 3.2 GHz LGA 1150 84W BX80646I54460 Desktop Processor Intel HD Graphics 4600,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4460/p/N82E16819117302,94,intel,lga-1150
